이름,위도,경도,주소
신부문화공원,36.81806566,127.1561565,충남 천안시 동남구 신부동 460-4
천호지근린공원,36.8342016,127.1725965,충남 천안시 동남구 안서동
신부6공원,36.82365168,127.155437,충남 천안시 동남구 신부동 542
신부6공원,36.82367503,127.1554253,충청남도 천안시 동남구 신부동 542
안서3어린이공원,36.82827909,127.1856879,충청남도 천안시 동남구 안서동 270-5
안서1공원,36.84020122,127.1793179,충청남도 천안시 동남구 안서동 526-153
