시군구명,읍면동명,,연도,,쉼터명칭,상세주소,사용여부,시설면적,이용가능인원수,소재지지번주소,경도,위도,시설유형명
천안시 동남구 신안동, 동남구 신안동,,2024,,신안신밤나무골경로당,충청남도 천안시 동남구 신부13길 9-1,Y,130,60,충청남도 천안시 동남구 신부13길 9-1,127.161533,36.81887,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2024,,청수1통 경로당,충청남도 천안시 동남구 청수2길 24-14 (청수동),Y,99,24,충청남도 천안시 동남구 청수2길 24-14 (청수동),127.1534168,36.7952167,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2024,,구성5통 경로당,충청남도 천안시 동남구 정골1길 82,Y,50,12,충청남도 천안시 동남구 정골1길 82,127.173343,36.792197,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2024,,성환8리 경로당,충청남도 천안시 서북구 성환읍 성환21길 23,Y,0,0,충청남도 천안시 서북구 성환읍 성환21길 23,127.126103,36.9191596,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2024,,성환10리 경로당,충청남도 천안시 서북구 성환읍 성환18길 11-45,Y,79,52,충청남도 천안시 서북구 성환읍 성환18길 11-45,127.130481,36.925907,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,힐스테이트@경로당,충청남도 천안시 동남구 북일로 70,Y,142,35,충청남도 천안시 동남구 북일로 70,127.156592,36.82759,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안동주민센터,충청남도 천안시 동남구 신부3길 16-6 (신부동),Y,640,60,충청남도 천안시 동남구 신부3길 16-6 (신부동),127.160275,36.8173384,주민센터
천안시 동남구 신안동, 동남구 신안동,,2024,,신안2통경로당,충청남도 천안시 동남구 천안천6길 59-17 (신부동),Y,42,24,충청남도 천안시 동남구 천안천6길 59-17 (신부동),127.1507114,36.8198926,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안3통경로당,충청남도 천안시 동남구 단대로 31-30 (신부동),Y,64,36,충청남도 천안시 동남구 단대로 31-30 (신부동),127.154696,36.8273632,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안중앙경로당,충청남도 천안시 동남구 먹거리1길 10,Y,132,39,충청남도 천안시 동남구 먹거리1길 10,127.153542,36.817813,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안7통경로당,충청남도 천안시 동남구 단대로 91-4,Y,150,33,충청남도 천안시 동남구 단대로 91-4,127.160773,36.83003,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안8통경로당,충청남도 천안시 동남구 단대로 161-14,Y,125,25,충청남도 천안시 동남구 단대로 161-14,127.167518,36.829248,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안16통경로당,충청남도 천안시 동남구 터미널8길 7,Y,87,19,충청남도 천안시 동남구 터미널8길 7,127.157966,36.822233,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안23통경로당,충청남도 천안시 동남구 천안천10길 31-8 (신부동),Y,122,32,충청남도 천안시 동남구 천안천10길 31-8 (신부동),127.1603495,36.8267112,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안24통경로당,충청남도 천안시 동남구 중암1길 11 (안서동),Y,178,30,충청남도 천안시 동남구 중암1길 11 (안서동),127.1744966,36.8321148,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안25통경로당,충청남도 천안시 동남구 각원사길 138,Y,119,59,충청남도 천안시 동남구 각원사길 138,127.185841,36.830844,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안27통경로당,충청남도 천안시 동남구 문암로 47,Y,119,33,충청남도 천안시 동남구 문암로 47,127.179052,36.839872,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안동아태조@경로당,충청남도 천안시 동남구 터미널9길 13,Y,108,22,충청남도 천안시 동남구 터미널9길 13,127.1532665,36.823395,노인시설
천안시 동남구 신안동, 동남구 신안동,,2024,,신안대림한내@경로당,충청남도 천안시 동남구 터미널9길 31,Y,72,21,충청남도 천안시 동남구 터미널9길 31,127.156482,36.823656,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구룡3통 마을회관 앞 정자,충청남도 천안시 동남구 중리1길 144 (구룡동),Y,6,10,충청남도 천안시 동남구 중리1길 144 (구룡동),127.149,36.7666,정자·파고라
천안시 서북구 성환읍, 서북구 성환읍,,2023,,수향1리 경로당,"충청남도 천안시 서북구 성환읍 지족향길 34 , 수향1리경로회관",Y,132,33,"충청남도 천안시 서북구 성환읍 지족향길 34 , 수향1리경로회관",127.143626,36.951121,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,안궁1리 경로당,"충청남도 천안시 서북구 성환읍 안궁1길 240 , 안궁1리경로당",Y,100,25,"충청남도 천안시 서북구 성환읍 안궁1길 240 , 안궁1리경로당",127.146793,36.957083,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,안궁5리 경로당,충청남도 천안시 서북구 성환읍 문화촌2길 7-14,Y,86,21,충청남도 천안시 서북구 성환읍 문화촌2길 7-14,127.118195,36.966696,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,도하1리 경로당,충청남도 천안시 서북구 성환읍 도감1길 1,Y,66,16,충청남도 천안시 서북구 성환읍 도감1길 1,127.1640716,36.9478423,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,도하2리 경로당,"충청남도 천안시 서북구 성환읍 하리1길 50-1, 성환읍도하2리경노당",Y,90,22,"충청남도 천안시 서북구 성환읍 하리1길 50-1, 성환읍도하2리경노당",127.169171,36.945788,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,신방1리 경로당,충청남도 천안시 서북구 성환읍 신무길 42,Y,235,82,충청남도 천안시 서북구 성환읍 신무길 42,127.081839,36.934286,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,송덕1리 경로당,충청남도 천안시 서북구 성환읍 송덕2길 108,Y,100,39,충청남도 천안시 서북구 성환읍 송덕2길 108,127.119002,36.922907,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,대홍5리 경로당,"충청남도 천안시 서북구 성환읍 천안대로 2346-4, 대흥5리경노당",Y,100,20,"충청남도 천안시 서북구 성환읍 천안대로 2346-4, 대흥5리경노당",127.1328203,36.9478478,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,삼룡1통경로당,충청남도 천안시 동남구 삼룡2길 27 (삼룡동),Y,132,20,충청남도 천안시 동남구 삼룡2길 27 (삼룡동),127.1674,36.7896,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청당코오롱하늘채,충청남도 천안시 동남구 광풍로 1799 (청당동),Y,123,20,충청남도 천안시 동남구 광풍로 1799 (청당동),127.1459,36.7796,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청수1통 경로당,충청남도 천안시 동남구 청수2길 24-14,Y,99,24,충청남도 천안시 동남구 청수2길 24-14,127.15341,36.79522,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청당우미린 경로당,충청남도 천안시 동남구 청수14로 16,Y,102,25,충청남도 천안시 동남구 청수14로 16,127.147655,36.783671,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,쌍용 경로당,충청남도 천안시 동남구 충절로 295-14,Y,76,19,충청남도 천안시 동남구 충절로 295-14,127.161639,36.793746,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,삼룡1통 경로당,충청남도 천안시 동남구 삼룡1길 9,Y,90,22,충청남도 천안시 동남구 삼룡1길 9,127.167354,36.787524,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,삼룡2통 경로당,충청남도 천안시 동남구 샛골길 35,Y,120,30,충청남도 천안시 동남구 샛골길 35,127.171387,36.784407,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,삼룡3통 경로당,충청남도 천안시 동남구 삼룡3길 21,Y,120,30,충청남도 천안시 동남구 삼룡3길 21,127.167397,36.779359,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구룡1통 경로당,충청남도 천안시 동남구 용평1길 35,Y,65,16,충청남도 천안시 동남구 용평1길 35,127.155198,36.763989,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구선 경로당,충청남도 천안시 동남구 구성15길 5-1,Y,81,20,충청남도 천안시 동남구 구성15길 5-1,127.161408,36.797458,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청수현대 경로당,충청남도 천안시 동남구 풍세로 1010-31,Y,71,17,충청남도 천안시 동남구 풍세로 1010-31,127.154035,36.797478,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,신성미소 경로당,충청남도 천안시 동남구 천안대로 483-8,Y,68,44,충청남도 천안시 동남구 천안대로 483-8,127.1630742,36.7930753,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성월2리 경로당,충청남도 천안시 서북구 성환읍 송골3길 31-4,Y,95,23,충청남도 천안시 서북구 성환읍 송골3길 31-4,127.137826,36.918755,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주1리 경로당,충청남도 천안시 서북구 성환읍 매주2길 80,Y,133,31,충청남도 천안시 서북구 성환읍 매주2길 80,127.13085,36.90152,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주3리 경로당,충청남도 천안시 서북구 성환읍 연암율금로 389,Y,67,56,충청남도 천안시 서북구 성환읍 연암율금로 389,127.121271,36.909082,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주4리 경로당,"충청남도 천안시 서북구 성환읍 연암율금로 435-22, 매주4리경로당",Y,93,23,"충청남도 천안시 서북구 성환읍 연암율금로 435-22, 매주4리경로당",127.126639,36.912654,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주5리(삼풍APT) 경로당,충청남도 천안시 서북구 성환읍 성환2로 56 (성환삼풍아파트),Y,281,54,충청남도 천안시 서북구 성환읍 성환2로 56 (성환삼풍아파트),127.131439,36.911995,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환8리 경로당,"충청남도 천안시 서북구 성환읍 성환21길 23 , 성환중구노인정",Y,0,0,"충청남도 천안시 서북구 성환읍 성환21길 23 , 성환중구노인정",127.126116,36.919157,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환10리 경로당,충청남도 천안시 서북구 성환읍 성환18길 11-45,Y,79,52,충청남도 천안시 서북구 성환읍 성환18길 11-45,127.130495,36.925902,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환11리 경로당,충청남도 천안시 서북구 성환읍 성환11길 57-3,Y,99,46,충청남도 천안시 서북구 성환읍 성환11길 57-3,127.133991,36.915492,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성월1리 경로당,충청남도 천안시 서북구 성환읍 성월수향길 14,Y,89,88,충청남도 천안시 서북구 성환읍 성월수향길 14,127.136127,36.920185,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성월4리 경로당,충청남도 천안시 서북구 성환읍 성월2길 16 (),Y,67,42,충청남도 천안시 서북구 성환읍 성월2길 16 (),127.1358706,36.9183044,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주2리 경로당,충청남도 천안시 서북구 성환읍 성환1로 180-9,Y,99,53,충청남도 천안시 서북구 성환읍 성환1로 180-9,127.128958,36.911013,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,두진아파트경로당,충청남도 천안시 서북구 성환읍 율금1길 221-34 (),Y,101,31,충청남도 천안시 서북구 성환읍 율금1길 221-34 (),127.1004372,36.9045416,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,두진아파트 경로당(율금5리),충청남도 천안시 서북구 성환읍 율금1길 221-34 (),Y,101,30,충청남도 천안시 서북구 성환읍 율금1길 221-34 (),127.1004821,36.9045145,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,율금6리 경로당,충청남도 천안시 서북구 성환읍 율금1길 26,Y,96,26,충청남도 천안시 서북구 성환읍 율금1길 26,127.093513,36.893545,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,한아름아파트경로당(율금7리),충청남도 천안시 서북구 성환읍 율금1길 309 (),Y,49,29,충청남도 천안시 서북구 성환읍 율금1길 309 (),127.112093,36.905112,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,왕림2리 경로당,충청남도 천안시 서북구 성환읍 각금3길 94-9,Y,92,35,충청남도 천안시 서북구 성환읍 각금3길 94-9,127.092852,36.922854,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,송덕2리 경로당,충청남도 천안시 서북구 성환읍 왕림길 126,Y,83,40,충청남도 천안시 서북구 성환읍 왕림길 126,127.111394,36.917002,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,우신2리 경로당,충청남도 천안시 서북구 성환읍 우신새터길 15,Y,83,39,충청남도 천안시 서북구 성환읍 우신새터길 15,127.119299,36.926378,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안동문굿모닝힐@경로당,"충청남도 천안시 동남구 신부8길 21 (신부동, 도솔노블시티 동문굿모닝힐)",Y,266,89,"충청남도 천안시 동남구 신부8길 21 (신부동, 도솔노블시티 동문굿모닝힐)",127.1636,36.8172,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,골드맨션경로당(매주4리),"충청남도 천안시 서북구 성환읍 성환1로 240 , 골드맨션@ 가-208",Y,60,44,"충청남도 천안시 서북구 성환읍 성환1로 240 , 골드맨션@ 가-208",127.128272,36.916081,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주11리 경로당,"충청남도 천안시 서북구 성환읍 연암율금로 480 , 중앙아파트 103호 ()",Y,73,83,"충청남도 천안시 서북구 성환읍 연암율금로 480 , 중앙아파트 103호 ()",127.1310273,36.9112813,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환읍사무소,"충청남도 천안시 서북구 성환읍 성환13길 7 , 성환읍사무소",Y,100,20,"충청남도 천안시 서북구 성환읍 성환13길 7 , 성환읍사무소",127.134276,36.91809,주민센터
천안시 서북구 성환읍, 서북구 성환읍,,2023,,대한노인회성환읍분회,"충청남도 천안시 서북구 성환읍 성환8길 19 , 성환노인대학",Y,116,45,"충청남도 천안시 서북구 성환읍 성환8길 19 , 성환노인대학",127.134576,36.916371,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환1리 경로당,"충청남도 천안시 서북구 성환읍 성환14길 13-4, 성환1리경로당",Y,116,29,"충청남도 천안시 서북구 성환읍 성환14길 13-4, 성환1리경로당",127.127147,36.919263,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,노인건강쉼터(성환3리),"충청남도 천안시 서북구 성환읍 성환시장길 9 , 성환읍노인건강쉼터",Y,198,56,"충청남도 천안시 서북구 성환읍 성환시장길 9 , 성환읍노인건강쉼터",127.129772,36.918381,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환6리 경로당,충청남도 천안시 서북구 성환읍 성환3로 46,Y,99,72,충청남도 천안시 서북구 성환읍 성환3로 46,127.133011,36.914845,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환9리 경로당,"충청남도 천안시 서북구 성환읍 성환중앙로 86-1, 성환9리노인회관",Y,100,25,"충청남도 천안시 서북구 성환읍 성환중앙로 86-1, 성환9리노인회관",127.134373,36.919433,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성환4리 경로당,충청남도 천안시 서북구 성환읍 성환16길 12,Y,66,39,충청남도 천안시 서북구 성환읍 성환16길 12,127.131817,36.920208,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구룡2통 경로당,충청남도 천안시 동남구 배울1길 118-13,Y,139,34,충청남도 천안시 동남구 배울1길 118-13,127.138002,36.766317,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구룡3통 경로당,충청남도 천안시 동남구 중리1길 144,Y,70,17,충청남도 천안시 동남구 중리1길 144,127.148897,36.766558,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,LGSK 경로당,충청남도 천안시 동남구 청수로 98,Y,108,27,충청남도 천안시 동남구 청수로 98,127.157407,36.791446,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,향목그라 경로당,충청남도 천안시 동남구 충절로 303,Y,46,11,충청남도 천안시 동남구 충절로 303,127.161987,36.792686,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,현대아이 경로당,충청남도 천안시 동남구 청수로 136-8,Y,63,15,충청남도 천안시 동남구 청수로 136-8,127.1592316,36.7932799,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,신도브래뉴 경로당,충청남도 천안시 동남구 풍세로 770,Y,87,21,충청남도 천안시 동남구 풍세로 770,127.141415,36.778616,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,화친정(양령3리),충청남도 천안시 서북구 성환읍 후생촌1길 55,Y,99,34,충청남도 천안시 서북구 성환읍 후생촌1길 55,127.172026,36.954819,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,도하3리 경로당,충청남도 천안시 서북구 성환읍 도야길 9,Y,110,27,충청남도 천안시 서북구 성환읍 도야길 9,127.162463,36.945236,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청당산운 경로당,충청남도 천안시 동남구 청수8로 71,Y,126,31,충청남도 천안시 동남구 청수8로 71,127.157632,36.78823,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,중흥S클래스 경로당,충청남도 천안시 동남구 청수14로 117,Y,93,23,충청남도 천안시 동남구 청수14로 117,127.158451,36.7871,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,한양수자인 경로당,충청남도 천안시 동남구 청수4로 11,Y,87,21,충청남도 천안시 동남구 청수4로 11,127.150742,36.783126,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,부영사랑으로 경로당,충청남도 천안시 동남구 청수8로 72,Y,110,27,충청남도 천안시 동남구 청수8로 72,127.159697,36.788948,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,꿈에그린 경로당,충청남도 천안시 동남구 청수14로 13,Y,80,20,충청남도 천안시 동남구 청수14로 13,127.147496,36.78586,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청룡동 주민센터,충청남도 천안시 동남구 청수14로 99,Y,50,12,충청남도 천안시 동남구 청수14로 99,127.156783,36.786016,주민센터
천안시 동남구 청룡동, 동남구 청룡동,,2023,,한양수자인블루시티(아),충청남도 천안시 동남구 청당4로 60,Y,125,22,충청남도 천안시 동남구 청당4로 60,127.1510354,36.7780689,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,행정타운 두산위브(아) 경로당,충청남도 천안시 동남구 청당3길 147,Y,146,20,충청남도 천안시 동남구 청당3길 147,127.1611714,36.7791013,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,힐스테이트@경로당,충청남도 천안시 동남구 북일로 70,Y,142,35,충청남도 천안시 동남구 북일로 70,127.156592,36.82759,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,극동2차 경로당,충청남도 천안시 동남구 청수로 71-7,Y,95,23,충청남도 천안시 동남구 청수로 71-7,127.15298,36.790468,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구성휴먼시아 경로당,충청남도 천안시 동남구 대흥로 35,Y,91,22,충청남도 천안시 동남구 대흥로 35,127.155915,36.796653,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청룡14통 경로당,충청남도 천안시 동남구 대흥로 38,Y,62,15,충청남도 천안시 동남구 대흥로 38,127.15712,36.797112,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,구광 경로당,충청남도 천안시 동남구 삼룡천2길 53,Y,92,23,충청남도 천안시 동남구 삼룡천2길 53,127.161149,36.795518,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청당버들 경로당,충청남도 천안시 동남구 청수14로 29,Y,83,20,충청남도 천안시 동남구 청수14로 29,127.149885,36.785616,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안안서고운여의주@경로당,충청남도 천안시 동남구 안서1길 5-16,Y,130,34,충청남도 천안시 동남구 안서1길 5-16,127.177388,36.829876,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안동주민센터,충청남도 천안시 동남구 신부3길 16-6,Y,640,60,충청남도 천안시 동남구 신부3길 16-6,127.1602306,36.8173853,주민센터
천안시 동남구 신안동, 동남구 신안동,,2023,,신안2통경로당,충청남도 천안시 동남구 천안천6길 59-17,Y,42,24,충청남도 천안시 동남구 천안천6길 59-17,127.150695,36.819857,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안3통경로당,충청남도 천안시 동남구 단대로 31-30,Y,64,36,충청남도 천안시 동남구 단대로 31-30,127.154748,36.82741,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안중앙경로당,충청남도 천안시 동남구 먹거리1길 10,Y,132,39,충청남도 천안시 동남구 먹거리1길 10,127.153542,36.817813,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안7통경로당,충청남도 천안시 동남구 단대로 91-4,Y,150,33,충청남도 천안시 동남구 단대로 91-4,127.160773,36.83003,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안8통경로당,충청남도 천안시 동남구 단대로 161-14,Y,125,25,충청남도 천안시 동남구 단대로 161-14,127.167518,36.829248,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안16통경로당,충청남도 천안시 동남구 터미널8길 7,Y,87,19,충청남도 천안시 동남구 터미널8길 7,127.157966,36.822233,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안23통경로당,충청남도 천안시 동남구 천안천10길 31-8,Y,122,32,충청남도 천안시 동남구 천안천10길 31-8,127.160305,36.826656,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안24통경로당,충청남도 천안시 동남구 중암1길 15,Y,178,30,충청남도 천안시 동남구 중암1길 15,127.1745042,36.8320997,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청수2통 경로당,충청남도 천안시 동남구 풍세로 942-25,Y,90,22,충청남도 천안시 동남구 풍세로 942-25,127.150391,36.791549,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,청수3통 경로당,충청남도 천안시 동남구 청수로 35-4,N,90,22,충청남도 천안시 동남구 청수로 35-4,127.151512,36.788457,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,극동1차 경로당,충청남도 천안시 동남구 청수로 99,Y,58,14,충청남도 천안시 동남구 청수로 99,127.1553,36.791467,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,e편한세상아파트 경로당,충청남도 천안시 서북구 성환읍 성환1로 54-45 (천안 성환 e-편한세상),Y,91,35,충청남도 천안시 서북구 성환읍 성환1로 54-45 (천안 성환 e-편한세상),127.132286,36.901602,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,율금1리 경로당,"충청남도 천안시 서북구 성환읍 율금4길 27 , 율금1리노인회관",Y,165,85,"충청남도 천안시 서북구 성환읍 율금4길 27 , 율금1리노인회관",127.109052,36.898367,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,안궁2리 경로당,충청남도 천안시 서북구 성환읍 안궁2길 94,Y,75,32,충청남도 천안시 서북구 성환읍 안궁2길 94,127.136287,36.962684,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,안궁3리 경로당,충청남도 천안시 서북구 성환읍 안궁4길 9-14,Y,123,25,충청남도 천안시 서북구 성환읍 안궁4길 9-14,127.128518,36.963492,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,영흥아파트 경로당,"충청남도 천안시 서북구 성환읍 신방로 362 , 가동 109호(영흥아파트) ()",Y,72,32,"충청남도 천안시 서북구 성환읍 신방로 362 , 가동 109호(영흥아파트) ()",127.118056,36.923188,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,성월3리 경로당,충청남도 천안시 서북구 성환읍성월1길 15-1,Y,66,30,충청남도 천안시 서북구 성환읍성월1길 15-1,127.1420761,36.9131748,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,안궁4리 경로당,충청남도 천안시 서북구 성환읍 안궁2길 18-24,Y,79,30,충청남도 천안시 서북구 성환읍 안궁2길 18-24,127.133497,36.957212,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,양령1리 경로당,충청남도 천안시 서북구 성환읍 상령길 116-8,Y,96,32,충청남도 천안시 서북구 성환읍 상령길 116-8,127.153047,36.966247,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,양령2리 경로당,충청남도 천안시 서북구 성환읍 양령1길 125,Y,109,30,충청남도 천안시 서북구 성환읍 양령1길 125,127.154534,36.963761,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,수향4리 경로당,충청남도 천안시 서북구 성환읍 잠실길 95,Y,95,16,충청남도 천안시 서북구 성환읍 잠실길 95,127.152631,36.953141,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,매주10리(부영3차아파트),충청남도 천안시 서북구 성환읍 천안대로 1853 (부영3차아파트 경로당),Y,140,18,충청남도 천안시 서북구 성환읍 천안대로 1853 (부영3차아파트 경로당),127.134587,36.904467,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,벽산블루밍 경로당,충청남도 천안시 동남구 청당2길 118,Y,210,52,충청남도 천안시 동남구 청당2길 118,127.155739,36.779025,노인시설
천안시 동남구 청룡동, 동남구 청룡동,,2023,,경남아너스빌 경로당,충청남도 천안시 동남구 청수로 15,Y,85,21,충청남도 천안시 동남구 청수로 15,127.148983,36.789205,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안14통경로당,충청남도 천안시 동남구 신원3길 33,Y,50,30,충청남도 천안시 동남구 신원3길 33,127.16381,36.814615,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,신안신밤나무골경로당,충청남도 천안시 동남구 신부13길 9-1,Y,130,60,충청남도 천안시 동남구 신부13길 9-1,127.161533,36.81887,노인시설
천안시 동남구 신안동, 동남구 신안동,,2023,,"신안13, 20통경로당",충청남도 천안시 동남구 신원1길 13,Y,143,40,충청남도 천안시 동남구 신원1길 13,127.159906,36.81392,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,어룡리 경로당,충청남도 천안시 서북구 성환읍 어룡3길 12,Y,175,49,충청남도 천안시 서북구 성환읍 어룡3길 12,127.122552,36.939271,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,복모리 경로당,충청남도 천안시 서북구 성환읍 복모1길 49-6,N,106,30,충청남도 천안시 서북구 성환읍 복모1길 49-6,127.12201,36.950333,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,신가1리 경로당,충청남도 천안시 서북구 성환읍 성환신흥1길 114,Y,192,40,충청남도 천안시 서북구 성환읍 성환신흥1길 114,127.113933,36.949732,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,신가2리 경로당,충청남도 천안시 서북구 성환읍 가동길 14,Y,99,26,충청남도 천안시 서북구 성환읍 가동길 14,127.114734,36.952351,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,와룡1리 경로당,충청남도 천안시 서북구 성환읍 와우2길 38-18,Y,99,30,충청남도 천안시 서북구 성환읍 와우2길 38-18,127.104435,36.949643,노인시설
천안시 서북구 성환읍, 서북구 성환읍,,2023,,대홍2리 경로당,충청남도 천안시 서북구 성환읍 성월수향길 251-1,Y,102,15,충청남도 천안시 서북구 성환읍 성월수향길 251-1,127.147926,36.938059,노인시설
